epochs,kernel_size,test_acc,test_loss,duration_sec,plot
10,3x3,0.7024000287055969,0.8638368248939514,31.8912513256073,cnn_task_acc_epochs_10_kernel_3x3.png
20,3x3,0.7213000059127808,0.881140410900116,54.205353021621704,cnn_task_acc_epochs_20_kernel_3x3.png
50,3x3,0.6829000115394592,1.9009681940078735,124.97265887260437,cnn_task_acc_epochs_50_kernel_3x3.png
